,Sl. No.,Candidate Name,State,Constituency,Gender,Age,Party,Total Electors,Turn Out(%),Candidate Votes(%),Count Of Votes
762,2421,Md. Moajjam Ali Chanchal ,Jharkhand,Godda,M,38,IND,1412253,56.48,0.33,2632
763,2422,Jahir Mustakim ,Jharkhand,Godda,M,35,IND,1412253,56.48,0.31,2472
764,2423,Shankar Prasad Keshari ,Jharkhand,Godda,M,39,IND,1412253,56.48,0.28,2233
765,2424,Yashwant Sinha ,Jharkhand,Hazaribagh,M,71,BJP,1258633,54.9,31.81,219803
766,2425,Saurabh Narain Singh ,Jharkhand,Hazaribagh,M,34,INC,1258633,54.9,26.0,179657
767,2426,Chandra Prakash Choudhary ,Jharkhand,Hazaribagh,M,40,AJSU,1258633,54.9,12.57,86857
768,2427,Shivlal Mahto ,Jharkhand,Hazaribagh,M,34,JMM,1258633,54.9,7.8,53897
769,2428,Bhuvneshwar Prasad Mehta ,Jharkhand,Hazaribagh,M,64,CPI,1258633,54.9,7.78,53758
770,2429,Braj Kishore Jaiswal ,Jharkhand,Hazaribagh,M,63,JVM,1258633,54.9,6.33,43739
771,2430,Snehlata Devi ,Jharkhand,Hazaribagh,F,49,IND,1258633,54.9,1.98,13681
772,2431,Kishor Kumar Pandey ,Jharkhand,Hazaribagh,M,35,BSP,1258633,54.9,1.81,12506
773,2432,Digamber Ku. Mehta ,Jharkhand,Hazaribagh,M,42,SP,1258633,54.9,0.95,6564
774,2433,Lalan Prasad ,Jharkhand,Hazaribagh,M,34,IND,1258633,54.9,0.81,5597
775,2434,Md. Moinuddin Ahmed ,Jharkhand,Hazaribagh,M,32,IND,1258633,54.9,0.78,5389
776,2435,Mahendra Kishore Mehta ,Jharkhand,Hazaribagh,M,38,IND,1258633,54.9,0.7,4836
777,2436,Deonath Mahto ,Jharkhand,Hazaribagh,M,29,IND,1258633,54.9,0.67,4629
778,2437,Arjun Munda ,Jharkhand,Jamshedpur,M,41,BJP,1380279,51.12,45.3,319636
779,2438,Suman Mahto ,Jharkhand,Jamshedpur,F,44,JMM,1380279,51.12,28.34,199966
780,2439,Arvind Kumar Singh ,Jharkhand,Jamshedpur,M,47,JVM,1380279,51.12,11.21,79097
781,2440,Shailendra Mahto ,Jharkhand,Jamshedpur,M,55,AJSU,1380279,51.12,5.3,37396
782,2441,Hemant Singh ,Jharkhand,Jamshedpur,M,37,AMB,1380279,51.12,1.32,9313
783,2442,Ajeet Kumar ,Jharkhand,Jamshedpur,M,39,BSP,1380279,51.12,1.27,8961
784,2443,Shyam Narayan Singh ,Jharkhand,Jamshedpur,M,50,AITC,1380279,51.12,0.73,5150
785,2444,Sandip Paul ,Jharkhand,Jamshedpur,M,43,JKP,1380279,51.12,0.64,4515
786,2445,Dr. Sunaram Hansda ,Jharkhand,Jamshedpur,M,41,JDP,1380279,51.12,0.58,4092
787,2446,Kinkar Gour ,Jharkhand,Jamshedpur,M,41,RASD,1380279,51.12,0.55,3880
788,2447,Josai Mardi ,Jharkhand,Jamshedpur,M,31,IND,1380279,51.12,0.51,3598
789,2448,Ashok Tripathi ,Jharkhand,Jamshedpur,M,44,SP,1380279,51.12,0.49,3457
790,2449,Sitaram Tudu ,Jharkhand,Jamshedpur,M,61,IND,1380279,51.12,0.46,3245
791,2450,Raj Kapoor Mahato ,Jharkhand,Jamshedpur,M,35,JVD,1380279,51.12,0.44,3104
792,2451,Sharat Mahato ,Jharkhand,Jamshedpur,M,36,JKP(N),1380279,51.12,0.39,2751
793,2452,Dilip Kalindi ,Jharkhand,Jamshedpur,M,44,IND,1380279,51.12,0.34,2399
794,2453,Krishn Murari Mishra ,Jharkhand,Jamshedpur,M,47,ABHM,1380279,51.12,0.33,2328
795,2454,Parikshit Mahato ,Jharkhand,Jamshedpur,M,43,LJP,1380279,51.12,0.3,2116
796,2455,Krishna Prasad ,Jharkhand,Jamshedpur,M,40,IND,1380279,51.12,0.25,1763
797,2456,Mubin Khan ,Jharkhand,Jamshedpur,M,50,BSA,1380279,51.12,0.23,1622
798,2457,Rakesh Kumar ,Jharkhand,Jamshedpur,M,30,IND,1380279,51.12,0.22,1552
799,2458,Dilip Tudu ,Jharkhand,Jamshedpur,M,41,IND,1380279,51.12,0.21,1481
800,2459,Victor A. Lazarus ,Jharkhand,Jamshedpur,M,60,IND,1380279,51.12,0.16,1128
801,2460,Ram Chandra Prasad Gupta ,Jharkhand,Jamshedpur,M,49,IND,1380279,51.12,0.16,1128
802,2461,Paras Nath Prasad ,Jharkhand,Jamshedpur,M,56,IND,1380279,51.12,0.15,1058
803,2462,Rajiv Chandra Mahato ,Jharkhand,Jamshedpur,M,27,IND,1380279,51.12,0.12,846
804,2463,Kariya Munda ,Jharkhand,Khunti,M,72,BJP,954321,53.48,41.19,210221
805,2464,Neil Tirkey ,Jharkhand,Khunti,M,55,INC,954321,53.48,25.48,130042
806,2465,Nishikant Horo ,Jharkhand,Khunti,M,55,JKP,954321,53.48,16.46,84007
807,2466,Nitima Bodra Bari ,Jharkhand,Khunti,F,41,JKP(N),954321,53.48,5.88,30009
808,2467,Theodore Kiro ,Jharkhand,Khunti,M,58,JVM,954321,53.48,4.51,23017
809,2468,Karlus Bhengra ,Jharkhand,Khunti,M,41,IND,954321,53.48,2.91,14851
810,2469,Marshal Barla ,Jharkhand,Khunti,M,36,BSP,954321,53.48,1.7,8676
811,2470,Umbulan Topno ,Jharkhand,Khunti,M,49,IND,954321,53.48,0.97,4950
812,2471,Anand Kujur ,Jharkhand,Khunti,M,27,IND,954321,53.48,0.89,4542
813,2488,Sudarshan Bhagat ,Jharkhand,Lohardaga,M,40,BJP,981666,53.21,27.69,144637
814,2489,Chamra Linda ,Jharkhand,Lohardaga,M,39,IND,981666,53.21,26.1,136331
815,2490,Rameshwar Oraon ,Jharkhand,Lohardaga,M,63,INC,981666,53.21,24.81,129593
816,2491,Rama Khalkho ,Jharkhand,Lohardaga,F,38,JHJAM,981666,53.21,6.17,32228
817,2492,Deosharan Bhagat ,Jharkhand,Lohardaga,M,45,AJSU,981666,53.21,3.18,16610
818,2493,Bahura Ekka ,Jharkhand,Lohardaga,M,61,JVM,981666,53.21,2.83,14782
819,2494,Jokhan Bhagat ,Jharkhand,Lohardaga,M,43,BSP,981666,53.21,2.32,12118
820,2495,Sukhdeo Lohra ,Jharkhand,Lohardaga,M,69,IND,981666,53.21,2.19,11439
821,2496,Padma Baraik ,Jharkhand,Lohardaga,F,25,IND,981666,53.21,0.85,4439
822,2497,Nawal Kishor Singh ,Jharkhand,Lohardaga,M,51,IND,981666,53.21,0.77,4022
823,2498,Bhuneshwar Lohra ,Jharkhand,Lohardaga,M,42,LJVM,981666,53.21,0.7,3656
824,2499,Gopal Oraon ,Jharkhand,Lohardaga,M,56,IND,981666,53.21,0.63,3290
825,2500,Etwa Oraon ,Jharkhand,Lohardaga,M,45,IND,981666,53.21,0.62,3238
826,2501,Jai Prakash Bhagat ,Jharkhand,Lohardaga,M,36,IND,981666,53.21,0.61,3186
827,2502,Arjun Bhagat ,Jharkhand,Lohardaga,M,60,IND,981666,53.21,0.54,2820
828,2524,Devidhan Besra ,Jharkhand,Rajmahal,M,69,BJP,1167993,55.18,26.12,168343
829,2525,Hemlal Murmu ,Jharkhand,Rajmahal,M,54,JMM,1167993,55.18,24.73,159384
830,2526,Thomas Hasda ,Jharkhand,Rajmahal,M,58,RJD,1167993,55.18,20.95,135022
831,2527,Stiphen Marandi ,Jharkhand,Rajmahal,M,55,JHJM,1167993,55.18,9.0,58004
832,2528,Som Marandi ,Jharkhand,Rajmahal,M,44,JVM,1167993,55.18,6.24,40216
833,2529,Jyotin Soren ,Jharkhand,Rajmahal,M,59,CPI (M),1167993,55.18,4.25,27391
834,2530,Aameliya Hansda ,Jharkhand,Rajmahal,F,29,RSP,1167993,55.18,2.13,13727
835,2531,Charan Murmu ,Jharkhand,Rajmahal,M,33,SHS,1167993,55.18,1.85,11923
836,2532,Chandra Shekhar Azad ,Jharkhand,Rajmahal,M,38,BSP,1167993,55.18,1.72,11085
837,2533,Sundar Tudu ,Jharkhand,Rajmahal,M,45,BHJAP,1167993,55.18,1.09,7025
838,2534,Daud Marandi ,Jharkhand,Rajmahal,M,25,SP,1167993,55.18,1.07,6896
839,2535,Sukhwa Uraon ,Jharkhand,Rajmahal,M,33,RKSP,1167993,55.18,0.86,5542
840,2571,Gaddigoudar P.C. ,Karnataka,Bagalkot,M,56,BJP,1363051,63.09,48.06,413291
841,2572,J.T.Patil ,Karnataka,Bagalkot,M,59,INC,1363051,63.09,43.94,377861
842,2573,Hiremath Renukaradhya Sharanayya ,Karnataka,Bagalkot,M,29,IND,1363051,63.09,1.56,13415
843,2574,Sangmesh Gurupadappa Bhavikatti ,Karnataka,Bagalkot,M,29,IND,1363051,63.09,1.31,11265
844,2575,Farooq Pakali ,Karnataka,Bagalkot,M,33,BSP,1363051,63.09,1.28,11007
845,2576,Gadadannavar Ramesh Bhimappa ,Karnataka,Bagalkot,M,47,IND,1363051,63.09,0.74,6363
846,2577,Sannagoudar Gururaj Sattyappagouda ,Karnataka,Bagalkot,M,27,IND,1363051,63.09,0.71,6105
847,2578,Shankar Bhimappa Teli ,Karnataka,Bagalkot,M,33,IND,1363051,63.09,0.37,3181
848,2579,Bandiwaddar Chandrashekhar Hanamant ,Karnataka,Bagalkot,M,29,IND,1363051,63.09,0.35,3009
849,2580,Manohar H.A. ,Karnataka,Bagalkot,M,51,IND,1363051,63.09,0.33,2837
850,2581,Basavaraj Kalakappa Pujar ,Karnataka,Bagalkot,M,42,NCP,1363051,63.09,0.25,2149
851,2582,Badashah Rajesab Mujawar ,Karnataka,Bagalkot,M,40,IND,1363051,63.09,0.22,1891
852,2583,Babu Ramareddy Ramesh ,Karnataka,Bagalkot,M,38,IND,1363051,63.09,0.21,1805
853,2584,Pandit Shivappa Bodali ,Karnataka,Bagalkot,M,33,IND,1363051,63.09,0.18,1547
854,2585,Chincholi Santoshakumar Sahebagouda ,Karnataka,Bagalkot,M,25,IND,1363051,63.09,0.18,1547
855,2586,Parashuram Jalagar ,Karnataka,Bagalkot,M,48,PPOI,1363051,63.09,0.16,1375
856,2587,Kadechur Kallappa Revanasiddappa ,Karnataka,Bagalkot,M,43,IND,1363051,63.09,0.16,1375
857,2588,P. C. Mohan ,Karnataka,Bangalore Central,M,45,BJP,1901055,44.55,40.16,340123
858,2589,H.T.Sangliana ,Karnataka,Bangalore Central,M,67,INC,1901055,44.55,36.0,304891
859,2590,B Z Zameer Ahmed Khan. ,Karnataka,Bangalore Central,M,43,JD(S),1901055,44.55,19.19,162523
860,2591,Vijay Raja Singh ,Karnataka,Bangalore Central,M,37,BSP,1901055,44.55,0.75,6351
861,2592,K.S.S.Iyengar ,Karnataka,Bangalore Central,M,77,IND,1901055,44.55,0.44,3726
862,2593,Ifthaquar Ali Bhutto ,Karnataka,Bangalore Central,M,37,ANC,1901055,44.55,0.34,2879
863,2594,Umashankar ,Karnataka,Bangalore Central,M,42,IND,1901055,44.55,0.3,2540
864,2595,D.C. Prakash ,Karnataka,Bangalore Central,M,41,KTMK,1901055,44.55,0.2,1693
865,2596,Shaffi Ahmed ,Karnataka,Bangalore Central,M,50,IND,1901055,44.55,0.18,1524
866,2597,Dr.D. R.Venkatesh Gowda ,Karnataka,Bangalore Central,M,82,IND,1901055,44.55,0.18,1524
867,2598,C.V.Giddappa ,Karnataka,Bangalore Central,M,55,IND,1901055,44.55,0.18,1524
868,2599,B.M.Krishnareddy ,Karnataka,Bangalore Central,M,64,IND,1901055,44.55,0.17,1439
869,2600,S M Krishna ,Karnataka,Bangalore Central,M,44,BPJP,1901055,44.55,0.15,1270
870,2601,E. Ramakrishnaiah ,Karnataka,Bangalore Central,M,51,IND,1901055,44.55,0.14,1185
871,2602,K Uma ,Karnataka,Bangalore Central,F,50,IND,1901055,44.55,0.12,1016
872,2603,K.H.Ramalingareddy ,Karnataka,Bangalore Central,M,41,IND,1901055,44.55,0.12,1016
873,2604,K.Prabhakara Reddy ,Karnataka,Bangalore Central,M,61,KCVP,1901055,44.55,0.09,762
874,2605,B.Mohan Velu ,Karnataka,Bangalore Central,M,39,IND,1901055,44.55,0.08,677
875,2606,J.D.Elangovan ,Karnataka,Bangalore Central,M,64,IJP,1901055,44.55,0.08,677
876,2607,B Krishna Prasad ,Karnataka,Bangalore Central,M,55,PTSS,1901055,44.55,0.08,677
877,2608,Shaik Bahadur ,Karnataka,Bangalore Central,M,54,IND,1901055,44.55,0.08,677
878,2609,A.Chandrashekar ,Karnataka,Bangalore Central,M,45,IND,1901055,44.55,0.08,677
879,2610,S.N. Sharma ,Karnataka,Bangalore Central,M,67,IND,1901055,44.55,0.08,677
880,2611,S.Kodandaram ,Karnataka,Bangalore Central,M,50,IND,1901055,44.55,0.07,592
881,2612,R. Raj ,Karnataka,Bangalore Central,M,49,IND,1901055,44.55,0.07,592
882,2613,M.A. Ashwatha Narayana Setty ,Karnataka,Bangalore Central,M,65,IND,1901055,44.55,0.07,592
883,2614,K.Shivaramanna ,Karnataka,Bangalore Central,M,55,IND,1901055,44.55,0.07,592
884,2615,Abhimani Narendra ,Karnataka,Bangalore Central,M,50,IND,1901055,44.55,0.06,508
885,2616,Vijaya Bhaskar N ,Karnataka,Bangalore Central,M,61,IND,1901055,44.55,0.06,508
886,2617,A.S. Paul ,Karnataka,Bangalore Central,M,60,AIJMK,1901055,44.55,0.06,508
887,2618,Meer Layaq Hussain ,Karnataka,Bangalore Central,M,42,IND,1901055,44.55,0.05,423
888,2619,Shashikumar A.R ,Karnataka,Bangalore Central,M,43,IND,1901055,44.55,0.05,423
889,2620,P.Parthiban ,Karnataka,Bangalore Central,M,34,IND,1901055,44.55,0.05,423
890,2621,K.Narasimha ,Karnataka,Bangalore Central,M,38,IND,1901055,44.55,0.05,423
891,2622,T.K.Premkumar ,Karnataka,Bangalore Central,M,45,PPOI,1901055,44.55,0.05,423
892,2623,Jayarama ,Karnataka,Bangalore Central,M,60,IND,1901055,44.55,0.04,338
893,2624,B.K Narayana Swamy ,Karnataka,Bangalore Central,M,52,IND,1901055,44.55,0.04,338
894,2625,D. B. Chandre Gowda ,Karnataka,Bangalore North,M,73,BJP,2144091,46.72,45.22,452977
895,2626,C. K. Jaffer Sharief ,Karnataka,Bangalore North,M,75,INC,2144091,46.72,39.26,393275
896,2627,R. Surendra Babu ,Karnataka,Bangalore North,M,48,JD(S),2144091,46.72,11.08,110990
897,2628,Padmaa K. Bhat ,Karnataka,Bangalore North,F,43,BSP,2144091,46.72,0.87,8714
898,2629,H. Pillaiah ,Karnataka,Bangalore North,M,46,IND,2144091,46.72,0.58,5809
899,2630,V. Prasanna Kumar ,Karnataka,Bangalore North,M,38,IND,2144091,46.72,0.4,4006
900,2631,T. B. Madwaraja ,Karnataka,Bangalore North,M,33,IND,2144091,46.72,0.35,3506
901,2632,Zafer Mohiuddin ,Karnataka,Bangalore North,M,48,IND,2144091,46.72,0.22,2203
902,2633,N. Harish Gowda ,Karnataka,Bangalore North,M,33,IND,2144091,46.72,0.2,2003
903,2634,K. A. Mohan ,Karnataka,Bangalore North,M,51,IND,2144091,46.72,0.19,1903
904,2635,Joseph Solomon ,Karnataka,Bangalore North,M,39,IND,2144091,46.72,0.16,1602
905,2636,M. Tippuvardhan ,Karnataka,Bangalore North,M,39,BPJP,2144091,46.72,0.15,1502
906,2637,Meer Layaq Hussain ,Karnataka,Bangalore North,M,42,IND,2144091,46.72,0.13,1302
907,2638,L. Nagaraj ,Karnataka,Bangalore North,M,52,IND,2144091,46.72,0.12,1202
908,2639,T. R. Chandrahasa ,Karnataka,Bangalore North,M,45,IND,2144091,46.72,0.1,1001
909,2640,Abdul Jaleel ,Karnataka,Bangalore North,M,39,IND,2144091,46.72,0.09,901
910,2641,Venkatesa Setty ,Karnataka,Bangalore North,M,63,IND,2144091,46.72,0.08,801
911,2642,Kanya Kumar ,Karnataka,Bangalore North,M,36,IND,2144091,46.72,0.08,801
912,2643,H. A. Shivakumar ,Karnataka,Bangalore North,M,30,IND,2144091,46.72,0.08,801
913,2644,S. M. Raju ,Karnataka,Bangalore North,M,52,IND,2144091,46.72,0.08,801
914,2645,Anchan Khanna ,Karnataka,Bangalore North,M,34,IND,2144091,46.72,0.08,801
915,2646,Syed Akbar Basha ,Karnataka,Bangalore North,M,50,IND,2144091,46.72,0.08,801
916,2647,K. Sathyanarayana ,Karnataka,Bangalore North,M,57,IND,2144091,46.72,0.07,701
917,2648,G S Kumar ,Karnataka,Bangalore North,M,68,IND,2144091,46.72,0.07,701
918,2649,Mu. Venkateshaiah ,Karnataka,Bangalore North,M,50,IND,2144091,46.72,0.07,701
919,2650,B K Chandra ,Karnataka,Bangalore North,M,38,IND,2144091,46.72,0.07,701
920,2651,C. Krishnamurthy ,Karnataka,Bangalore North,M,45,IND,2144091,46.72,0.06,601
921,2652,L. Lakshmaiah ,Karnataka,Bangalore North,M,64,IND,2144091,46.72,0.05,500
922,2668,Ananth Kumar ,Karnataka,Bangalore South,M,49,BJP,2034910,44.65,48.2,437939
923,2669,Krishna Byre Gowda ,Karnataka,Bangalore South,M,36,INC,2034910,44.65,44.06,400323
924,2670,Prof.Radhakrishna ,Karnataka,Bangalore South,M,63,JD(S),2034910,44.65,3.31,30074
925,2671,Capt. G.R. Gopinath ,Karnataka,Bangalore South,M,57,IND,2034910,44.65,1.8,16354
926,2672,Naheeda Salma S ,Karnataka,Bangalore South,F,47,BSP,2034910,44.65,0.51,4633
927,2673,Muralidhara.D.J. ,Karnataka,Bangalore South,M,44,IND,2034910,44.65,0.38,3452
928,2674,Ravi Kumara.T. ,Karnataka,Bangalore South,O,27,IND,2034910,44.65,0.38,3452
929,2675,Madesh.C ,Karnataka,Bangalore South,M,40,IND,2034910,44.65,0.32,2907
930,2676,Vatal Nagaraj ,Karnataka,Bangalore South,M,60,KCVP,2034910,44.65,0.17,1544
931,2677,Santhosh Min.B ,Karnataka,Bangalore South,M,33,IND,2034910,44.65,0.13,1181
932,2678,K.M.Narayana ,Karnataka,Bangalore South,M,54,IND,2034910,44.65,0.12,1090
933,2679,B.M.Govindraj Naik ,Karnataka,Bangalore South,M,38,ABHM,2034910,44.65,0.11,999
934,2680,Dr.Jayalakshmi.H.G. ,Karnataka,Bangalore South,F,48,IND,2034910,44.65,0.09,817
935,2681,Sugandharaje Urs ,Karnataka,Bangalore South,M,59,IND,2034910,44.65,0.07,636
936,2682,P.Johnbasco ,Karnataka,Bangalore South,M,37,AIJMK,2034910,44.65,0.07,636
937,2683,K.C.Janardhan ,Karnataka,Bangalore South,M,46,IND,2034910,44.65,0.06,545
938,2684,B.Shivaramappa ,Karnataka,Bangalore South,M,62,PPOI,2034910,44.65,0.06,545
939,2685,Khader Ali Khan ,Karnataka,Bangalore South,M,39,IND,2034910,44.65,0.06,545
940,2686,Ganesh Hanumantarao Mokhashi ,Karnataka,Bangalore South,M,58,IND,2034910,44.65,0.06,545
941,2687,Abhimaani Narendra ,Karnataka,Bangalore South,M,50,IND,2034910,44.65,0.05,454
942,2688,Angadi Suresh Channabasappa ,Karnataka,Belgaum,M,55,BJP,1369263,55.11,50.93,384318
943,2689,Amarsinh Vasantrao Patil ,Karnataka,Belgaum,M,49,INC,1369263,55.11,35.2,265619
944,2690,A. B. Patil ,Karnataka,Belgaum,M,56,JD(S),1369263,55.11,9.09,68593
945,2691,Hanaji Ashok Pandu ,Karnataka,Belgaum,M,28,IND,1369263,55.11,1.43,10790
946,2692,Ramangouda Siddangouda Patil ,Karnataka,Belgaum,M,66,BSP,1369263,55.11,0.82,6187
947,2693,Vijaykumar Jeendatta Upadhye ,Karnataka,Belgaum,M,47,IND,1369263,55.11,0.6,4527
948,2694,Ramchandra Mareppa Torgal(Chalawadi) ,Karnataka,Belgaum,M,66,IND,1369263,55.11,0.59,4452
949,2695,Allappa Ramappa Patil ,Karnataka,Belgaum,M,31,IND,1369263,55.11,0.53,3999
950,2696,Kasturi Basavanagouda Bhavi ,Karnataka,Belgaum,F,40,IND,1369263,55.11,0.42,3169
951,2697,Mohan H. Gadiwaddar ,Karnataka,Belgaum,M,29,IND,1369263,55.11,0.38,2867
952,2698,J. Shantha ,Karnataka,Bellary ,F,35,BJP,1401258,61.44,46.72,402227
953,2699,N.Y. Hanumanthappa ,Karnataka,Bellary ,M,70,INC,1401258,61.44,46.46,399989
954,2700,A. Ramanjanappa ,Karnataka,Bellary ,M,41,IND,1401258,61.44,1.88,16185
955,2701,T. Nagendra ,Karnataka,Bellary ,M,44,BSP,1401258,61.44,1.71,14721
956,2702,Chowdappa ,Karnataka,Bellary ,M,29,CPI(ML)(L),1401258,61.44,1.34,11536
957,2703,B. Ramaiah ,Karnataka,Bellary ,M,60,IND,1401258,61.44,1.08,9298
958,2704,D. Ganganna ,Karnataka,Bellary ,M,59,IND,1401258,61.44,0.8,6887
959,2732,Ramesh Chandappa Jigajinagi ,Karnataka,Bijapur ,M,57,BJP,1373604,47.29,47.56,308938
960,2733,Prakash Kubasing Rathod ,Karnataka,Bijapur ,M,48,INC,1373604,47.29,41.03,266521
961,2734,Almelkar Vilasababu Basalingappa ,Karnataka,Bijapur ,M,46,JD(S),1373604,47.29,5.11,33193
962,2735,Harijan Ambanna Tukaram ,Karnataka,Bijapur ,M,33,IND,1373604,47.29,2.0,12991
963,2736,Narasappa Tippanna Bandiwaddar ,Karnataka,Bijapur ,M,48,SKP,1373604,47.29,1.03,6690
964,2737,Kanamadi Sudhakar Mallesh ,Karnataka,Bijapur ,M,54,BSP,1373604,47.29,0.93,6041
965,2738,Sevalal Somashekar Purappa ,Karnataka,Bijapur ,M,46,IND,1373604,47.29,0.71,4611
966,2739,Chalawadi Ramappa ,Karnataka,Bijapur ,M,54,IND,1373604,47.29,0.58,3767
967,2740,Arakeri Nirmala Srinivas ,Karnataka,Bijapur ,F,35,IND,1373604,47.29,0.55,3572
968,2741,Lamani Chandrakant Rupasing ,Karnataka,Bijapur ,M,38,LJP,1373604,47.29,0.5,3247
969,2776,Katti Ramesh Vishwanath ,Karnataka,Chikkodi,M,44,BJP,1284427,67.56,50.48,438044
970,2777,Prakash Babanna Hukkeri ,Karnataka,Chikkodi,M,62,INC,1284427,67.56,44.11,382768
971,2778,Shivanand Wantamuri Siddamallappa ,Karnataka,Chikkodi,M,42,BSP,1284427,67.56,2.28,19784
972,2779,Shaila Suresh Koli ,Karnataka,Chikkodi,F,37,IND,1284427,67.56,1.49,12929
973,2780,Yashwant Manohar Sutar ,Karnataka,Chikkodi,M,32,IND,1284427,67.56,0.63,5466
974,2781,Banashankari Bhimappa Ittappa ,Karnataka,Chikkodi,M,32,IND,1284427,67.56,0.59,5119
975,2782,Mallappa Maruti Khatanve ,Karnataka,Chikkodi,M,60,IND,1284427,67.56,0.42,3644
976,2783,Janardhana Swamy ,Karnataka,Chitradurga,M,41,BJP,1534401,54.48,44.37,370907
977,2784,Dr. B Thippeswamy ,Karnataka,Chitradurga,M,37,INC,1534401,54.48,28.15,235317
978,2785,M Rathnakar ,Karnataka,Chitradurga,M,42,JD(S),1534401,54.48,17.48,146122
979,2786,M Jayanna ,Karnataka,Chitradurga,M,58,BSP,1534401,54.48,3.44,28756
980,2787,Shashishekar Naik ,Karnataka,Chitradurga,M,46,RJD,1534401,54.48,1.95,16300
981,2788,Hanumanthappa Tegnoor ,Karnataka,Chitradurga,M,57,IND,1534401,54.48,1.84,15381
982,2789,B Sujatha ,Karnataka,Chitradurga,F,33,IND,1534401,54.48,0.65,5433
983,2790,K H Durgasimha ,Karnataka,Chitradurga,M,61,IND,1534401,54.48,0.64,5350
984,2791,Ramachandra ,Karnataka,Chitradurga,M,49,IND,1534401,54.48,0.55,4597
985,2792,M Kumbaiah ,Karnataka,Chitradurga,M,54,IND,1534401,54.48,0.49,4096
986,2793,Ganesha ,Karnataka,Chitradurga,M,48,IND,1534401,54.48,0.45,3761
987,2794,Nalin Kumar Kateel ,Karnataka,Dakshina Kannada,M,42,BJP,1364641,74.45,49.16,499453
988,2795,Janardhana Poojary ,Karnataka,Dakshina Kannada,M,71,INC,1364641,74.45,45.18,459017
989,2796,B.Madhava ,Karnataka,Dakshina Kannada,M,71,CPI (M),1364641,74.45,1.8,18287
990,2797,Alekkadi Girish Rai ,Karnataka,Dakshina Kannada,M,47,BSP,1364641,74.45,1.0,10159
991,2798,Subrahmanya Kumar Kuntikanamata ,Karnataka,Dakshina Kannada,M,36,IND,1364641,74.45,0.88,8940
992,2799,K Rama Bhat Urimajalu ,Karnataka,Dakshina Kannada,M,78,IND,1364641,74.45,0.59,5994
993,2800,Dr.U.P.Shivananda ,Karnataka,Dakshina Kannada,M,59,IND,1364641,74.45,0.47,4775
994,2801,Vasudeva Gowda M. P. ,Karnataka,Dakshina Kannada,M,49,IND,1364641,74.45,0.31,3149
995,2802,Vicharawadi Ananda Gatty ,Karnataka,Dakshina Kannada,M,59,IND,1364641,74.45,0.23,2336
996,2803,Mohammed Sali ,Karnataka,Dakshina Kannada,M,40,IND,1364641,74.45,0.19,1930
997,2804,Dr.Thirumala Raya Halemane ,Karnataka,Dakshina Kannada,M,55,IND,1364641,74.45,0.18,1828
998,2805,Siddeswara G.M. ,Karnataka,Davanagere,M,56,BJP,1307583,69.39,46.67,423451
999,2806,Mallikarjun S.S. ,Karnataka,Davanagere,M,42,INC,1307583,69.39,46.45,421455
1000,2807,K.B. Kallerudreshappa ,Karnataka,Davanagere,M,49,JD(S),1307583,69.39,1.16,10525
1001,2808,L.S Mallikarjun ,Karnataka,Davanagere,M,39,IND,1307583,69.39,0.63,5716
1002,2809,Dr. Hidayathur Rahman Khan ,Karnataka,Davanagere,M,36,BSP,1307583,69.39,0.6,5443
1003,2810,Maruthi H. ,Karnataka,Davanagere,M,51,IND,1307583,69.39,0.56,5081
1004,2811,M. Nagarajappa ,Karnataka,Davanagere,M,46,IND,1307583,69.39,0.53,4808
1005,2812,Yogeshwara Rao Sindhe ,Karnataka,Davanagere,M,42,IND,1307583,69.39,0.49,4445
1006,2813,Jayanna Itagi ,Karnataka,Davanagere,M,38,IND,1307583,69.39,0.28,2540
1007,2814,B. Gnana Prakash ,Karnataka,Davanagere,M,30,IND,1307583,69.39,0.25,2268
1008,2815,Arundi Ningappa ,Karnataka,Davanagere,M,77,IND,1307583,69.39,0.23,2086
1009,2816,H. Nagaraj Palegara ,Karnataka,Davanagere,M,30,IND,1307583,69.39,0.21,1905
1010,2817,Idli Ramappa ,Karnataka,Davanagere,M,46,CPI(ML)(L),1307583,69.39,0.19,1723
1011,2818,H K Kenchveerappa Hebbalu ,Karnataka,Davanagere,M,65,IND,1307583,69.39,0.18,1633
1012,2819,S. Chandrashekarappa ,Karnataka,Davanagere,M,59,IND,1307583,69.39,0.16,1451
1013,2820,G. N. Siddesh ,Karnataka,Davanagere,M,42,IND,1307583,69.39,0.14,1270
1014,2821,Sudesh G.M. ,Karnataka,Davanagere,M,31,AIJMK,1307583,69.39,0.14,1270
1015,2822,Alur M.G. Swamy ,Karnataka,Davanagere,M,62,IND,1307583,69.39,0.13,1179
1016,2823,Ramesh Huli ,Karnataka,Davanagere,M,35,IND,1307583,69.39,0.12,1088
1017,2824,Subhan Khan ,Karnataka,Davanagere,M,45,IND,1307583,69.39,0.11,998
1018,2825,H.M. Ehsanulla Patel ,Karnataka,Davanagere,M,53,IND,1307583,69.39,0.11,998
1019,2826,Dr.Raju C. ,Karnataka,Davanagere,M,44,IND,1307583,69.39,0.11,998
1020,2827,Inayat Ali Khan ,Karnataka,Davanagere,M,31,IND,1307583,69.39,0.11,998
1021,2828,Lokanagowda Patil ,Karnataka,Davanagere,M,41,IND,1307583,69.39,0.1,907
