,Sl. No.,Candidate Name,State,Constituency,Gender,Age,Party,Total Electors,Turn Out(%),Candidate Votes(%),Count Of Votes
270,1321,Ajay Kumar Pandey ,Bihar,Sheohar,M,36,IND,1269015,45.1,0.31,1774
271,1433,Baliram Kashyap ,Chhattisgarh,Bastar,M,73,BJP,1191859,47.38,44.16,249372
272,1434,Shankar Sodi ,Chhattisgarh,Bastar,M,44,INC,1191859,47.38,26.4,149081
273,1435,Manish Kunjam ,Chhattisgarh,Bastar,M,42,CPI,1191859,47.38,13.89,78437
274,1436,Aytu Ram Mandavi ,Chhattisgarh,Bastar,M,44,BSP,1191859,47.38,6.22,35124
275,1437,Subhash Chandra Mourya ,Chhattisgarh,Bastar,M,35,IND,1191859,47.38,5.56,31397
276,1438,Mayaram Netam Alias (Fulsing Siladar) ,Chhattisgarh,Bastar,M,60,IND,1191859,47.38,2.04,11519
277,1439,Chandra Shekhar (Shekhar) Dhruv ,Chhattisgarh,Bastar,M,42,IND,1191859,47.38,1.74,9825
278,1440,Dilip Singh Judev ,Chhattisgarh,Bilaspur,M,60,BJP,1472148,52.31,45.18,347922
279,1441,Dr.Renu Jogi ,Chhattisgarh,Bilaspur,F,56,INC,1472148,52.31,42.57,327823
280,1442,Advocate T.R.Nirala ,Chhattisgarh,Bilaspur,M,42,BSP,1472148,52.31,2.61,20099
281,1443,Daya Das Lahre ,Chhattisgarh,Bilaspur,M,65,IND,1472148,52.31,1.79,13784
282,1444,Umesh Singh ,Chhattisgarh,Bilaspur,M,31,IND,1472148,52.31,0.9,6930
283,1445,Dr.Daya Ram Dayal ,Chhattisgarh,Bilaspur,M,60,IND,1472148,52.31,0.84,6468
284,1446,Shyam Bihari Trivedi ,Chhattisgarh,Bilaspur,M,56,IND,1472148,52.31,0.72,5544
285,1447,Uttam Prasad Dansena ,Chhattisgarh,Bilaspur,M,27,SUSP,1472148,52.31,0.66,5082
286,1448,Tuklal Garg ,Chhattisgarh,Bilaspur,M,40,IND,1472148,52.31,0.62,4774
287,1449,Dr.Balmukund Singh Maravi ,Chhattisgarh,Bilaspur,M,41,GGP,1472148,52.31,0.6,4620
288,1450,Dilip Gupta ,Chhattisgarh,Bilaspur,M,38,IND,1472148,52.31,0.5,3850
289,1451,Dilip Kumar ,Chhattisgarh,Bilaspur,M,30,IND,1472148,52.31,0.39,3003
290,1452,Ashok Shrivastava ,Chhattisgarh,Bilaspur,M,37,IND,1472148,52.31,0.38,2926
291,1453,Rambilas Sharma ,Chhattisgarh,Bilaspur,M,52,IND,1472148,52.31,0.26,2002
292,1454,B.P.Viswakarma ,Chhattisgarh,Bilaspur,M,57,IND,1472148,52.31,0.24,1848
293,1455,Abdul Hamid Siddique ,Chhattisgarh,Bilaspur,M,43,IND,1472148,52.31,0.21,1617
294,1456,Arjun Shrivas Ganguaa ,Chhattisgarh,Bilaspur,M,63,IND,1472148,52.31,0.17,1309
295,1457,Anuj Dhritlahre ,Chhattisgarh,Bilaspur,M,34,IND,1472148,52.31,0.16,1232
296,1458,Sapna Chakraborty ,Chhattisgarh,Bilaspur,F,37,LJP,1472148,52.31,0.15,1155
297,1459,Dr.Goju Paul ,Chhattisgarh,Bilaspur,M,40,RPI(A),1472148,52.31,0.15,1155
298,1460,Rajesh Pratap ,Chhattisgarh,Bilaspur,M,32,IND,1472148,52.31,0.14,1078
299,1461,Dilip Singh ,Chhattisgarh,Bilaspur,M,41,IND,1472148,52.31,0.13,1001
300,1462,Mukesh Kumar Sahu ,Chhattisgarh,Bilaspur,M,32,JMM,1472148,52.31,0.13,1001
301,1463,Balaram Sahu ,Chhattisgarh,Bilaspur,M,46,BHPD,1472148,52.31,0.12,924
302,1464,Rajendra Sahu ,Chhattisgarh,Bilaspur,M,29,IND,1472148,52.31,0.11,847
303,1465,Manoj Kumar Birko ,Chhattisgarh,Bilaspur,M,34,IND,1472148,52.31,0.1,770
304,1466,Ramesh Kumar Lahare ,Chhattisgarh,Bilaspur,M,36,IND,1472148,52.31,0.08,616
305,1467,Ramesh Ahuja ,Chhattisgarh,Bilaspur,M,43,IND,1472148,52.31,0.08,616
306,1468,Saroj Pandey ,Chhattisgarh,Durg,F,40,BJP,1620400,55.87,31.28,283183
307,1469,Pradeep Choubey ,Chhattisgarh,Durg,M,55,INC,1620400,55.87,30.18,273224
308,1470,Tarachand Sahu ,Chhattisgarh,Durg,M,62,IND,1620400,55.87,28.9,261636
309,1471,Shitkaran Mhilwar ,Chhattisgarh,Durg,M,40,IND,1620400,55.87,2.01,18196
310,1472,Raghunandan Sahu ,Chhattisgarh,Durg,M,34,BSP,1620400,55.87,1.96,17744
311,1473,Anand Gautam ,Chhattisgarh,Durg,M,35,IND,1620400,55.87,1.65,14937
312,1474,Laxman Prasad ,Chhattisgarh,Durg,M,31,IND,1620400,55.87,0.74,6699
313,1475,Guru Dada Lokesh Maharaj Mishra ,Chhattisgarh,Durg,M,56,IND,1620400,55.87,0.68,6156
314,1476,Tarachand Sahu ,Chhattisgarh,Durg,M,66,IND,1620400,55.87,0.64,5794
315,1477,Devidas Kurre ,Chhattisgarh,Durg,M,43,CVKP,1620400,55.87,0.45,4073
316,1478,Tarachand Sahu ,Chhattisgarh,Durg,M,32,IND,1620400,55.87,0.44,3983
317,1479,Rajendra Kumar Sahu ,Chhattisgarh,Durg,M,38,IND,1620400,55.87,0.34,3078
318,1480,Masood Khan ,Chhattisgarh,Durg,M,43,IND,1620400,55.87,0.3,2715
319,1481,Ratan Kumar Kshetrapal ,Chhattisgarh,Durg,M,61,IND,1620400,55.87,0.26,2353
320,1482,Dr. Pankaj Gosomi (Pandit) ,Chhattisgarh,Durg,M,37,RPI,1620400,55.87,0.16,1448
321,1483,Shrimati Kamla Devi Patle ,Chhattisgarh,Janjgir-Champa,F,43,BJP,1518180,48.58,40.96,302093
322,1484,Dr.Shivkumar Dahariya ,Chhattisgarh,Janjgir-Champa,M,45,INC,1518180,48.58,29.14,214916
323,1485,Dauram Satnami ,Chhattisgarh,Janjgir-Champa,M,51,BSP,1518180,48.58,23.86,175975
324,1486,Ramcharan Pradhan Adhiwakta ,Chhattisgarh,Janjgir-Champa,M,51,IND,1518180,48.58,2.08,15340
325,1487,Mayaram Nat ,Chhattisgarh,Janjgir-Champa,M,50,IND,1518180,48.58,0.88,6490
326,1488,B.R. Chauhan ,Chhattisgarh,Janjgir-Champa,M,59,RPI(A),1518180,48.58,0.71,5236
327,1489,Dr.Chhavilal Ratre ,Chhattisgarh,Janjgir-Champa,M,55,IND,1518180,48.58,0.58,4277
328,1490,Anandram Gilhare ,Chhattisgarh,Janjgir-Champa,M,35,IND,1518180,48.58,0.5,3687
329,1491,Chaitram Suryavanshi ,Chhattisgarh,Janjgir-Champa,M,62,IND,1518180,48.58,0.4,2950
330,1492,Neelkanth Ware ,Chhattisgarh,Janjgir-Champa,M,59,CSP,1518180,48.58,0.31,2286
331,1493,Sanjeev Kumar Khare ,Chhattisgarh,Janjgir-Champa,M,26,CGVP,1518180,48.58,0.3,2212
332,1494,Prem Shankar Mahilange Urf Prem India ,Chhattisgarh,Janjgir-Champa,M,39,LJP,1518180,48.58,0.27,1991
333,1495,Sohan Potai ,Chhattisgarh,Kanker,M,49,BJP,1294638,57.3,45.99,341166
334,1496,Smt. Phoolo Devi Netam ,Chhattisgarh,Kanker,F,35,INC,1294638,57.3,43.39,321878
335,1497,Mayaram Netam (Fulsingh Siledar) ,Chhattisgarh,Kanker,M,60,IND,1294638,57.3,2.83,20993
336,1498,Mira Salam ,Chhattisgarh,Kanker,F,32,BSP,1294638,57.3,1.85,13723
337,1499,G. R. Rana ,Chhattisgarh,Kanker,M,62,JMM,1294638,57.3,1.38,10237
338,1500,Jalsingh Shori ,Chhattisgarh,Kanker,M,30,CSP,1294638,57.3,1.09,8085
339,1501,Devchand Matlam ,Chhattisgarh,Kanker,M,31,IND,1294638,57.3,0.95,7047
340,1502,Praful Mandavi ,Chhattisgarh,Kanker,M,35,IND,1294638,57.3,0.93,6898
341,1503,Mayaram Nagwanshi ,Chhattisgarh,Kanker,M,48,GGP,1294638,57.3,0.59,4376
342,1504,N. R. Bhuarya ,Chhattisgarh,Kanker,M,50,GMS,1294638,57.3,0.56,4154
343,1505,Bhom Lal ,Chhattisgarh,Kanker,M,59,AD,1294638,57.3,0.44,3264
344,1524,Chandulal Sahu (Chandu Bhaiya) ,Chhattisgarh,Mahasamund,M,49,BJP,1369152,56.69,47.82,371165
345,1525,Motilal Sahu ,Chhattisgarh,Mahasamund,M,44,INC,1369152,56.69,41.19,319705
346,1526,Sultansingh Satnam ,Chhattisgarh,Mahasamund,M,58,IND,1369152,56.69,2.45,19016
347,1527,Ramprasad Chauhan ,Chhattisgarh,Mahasamund,M,46,IND,1369152,56.69,2.01,15601
348,1528,Motilal Chodhary ,Chhattisgarh,Mahasamund,M,44,BSP,1369152,56.69,1.92,14902
349,1529,Bharat Diwan ,Chhattisgarh,Mahasamund,M,29,IND,1369152,56.69,1.29,10012
350,1530,Dr. Anand Matawale (Guruji) ,Chhattisgarh,Mahasamund,M,38,LB,1369152,56.69,0.83,6442
351,1531,Narayandas Inqalab Gandhi ,Chhattisgarh,Mahasamund,M,63,IND,1369152,56.69,0.51,3958
352,1532,Narendra Bhishmdev Dhidhi ,Chhattisgarh,Mahasamund,M,34,IND,1369152,56.69,0.41,3182
353,1533,Shridhar Chandrakar (Patel) ,Chhattisgarh,Mahasamund,M,40,AD,1369152,56.69,0.34,2638
354,1534,Champa Lal Patel ,Chhattisgarh,Mahasamund,M,43,IND,1369152,56.69,0.32,2483
355,1535,Kiran Kumar Dhruw ,Chhattisgarh,Mahasamund,M,44,JMM,1369152,56.69,0.29,2250
356,1536,"Khedubharti ""Satyesh"" ",Chhattisgarh,Mahasamund,M,33,IND,1369152,56.69,0.26,2018
357,1537,Dr. Lata Markam ,Chhattisgarh,Mahasamund,F,26,RPI(A),1369152,56.69,0.19,1474
358,1538,Bauddh Kumar Kaushik ,Chhattisgarh,Mahasamund,M,37,CGVP,1369152,56.69,0.17,1319
359,1539,Vishnu Deo Sai ,Chhattisgarh,Raigarh ,M,45,BJP,1432746,65.31,47.44,443908
360,1540,Hridayaram Rathiya ,Chhattisgarh,Raigarh ,M,43,INC,1432746,65.31,41.47,388045
361,1541,Bahadur Singh Rathia ,Chhattisgarh,Raigarh ,M,57,BSP,1432746,65.31,4.06,37990
362,1542,Haldhar Ram Sidar ,Chhattisgarh,Raigarh ,M,42,IND,1432746,65.31,2.5,23393
363,1543,Sanjay Tirkey ,Chhattisgarh,Raigarh ,M,29,IND,1432746,65.31,1.01,9450
364,1544,Darshan Sidar ,Chhattisgarh,Raigarh ,M,32,GGP,1432746,65.31,1.01,9450
365,1545,Amrit Tirkey ,Chhattisgarh,Raigarh ,M,30,IND,1432746,65.31,0.96,8982
366,1546,Kamrish Singh Gond ,Chhattisgarh,Raigarh ,M,59,IND,1432746,65.31,0.71,6643
367,1547,Shirachand Ekka ,Chhattisgarh,Raigarh ,M,29,JMM,1432746,65.31,0.46,4304
368,1548,Meera Devi Singh Tirkey ,Chhattisgarh,Raigarh ,F,39,CGVP,1432746,65.31,0.38,3555
369,1549,Ramesh Bais ,Chhattisgarh,Raipur,M,61,BJP,1578793,46.99,49.19,364928
370,1550,Bhupesh Baghel ,Chhattisgarh,Raipur,M,47,INC,1578793,46.99,41.39,307061
371,1551,Vidhyadevi Sahu ,Chhattisgarh,Raipur,F,54,BSP,1578793,46.99,2.27,16840
372,1552,Navin Gupta ,Chhattisgarh,Raipur,M,35,IND,1578793,46.99,1.09,8086
373,1553,Shrikant Kaser ,Chhattisgarh,Raipur,M,41,IND,1578793,46.99,0.84,6231
374,1554,Narad Nishad ,Chhattisgarh,Raipur,M,33,IND,1578793,46.99,0.74,5489
375,1555,Naresh Bhishmdev Dhidhi ,Chhattisgarh,Raipur,M,31,IND,1578793,46.99,0.58,4302
376,1556,Haidar Bhati ,Chhattisgarh,Raipur,M,38,IND,1578793,46.99,0.45,3338
377,1557,Praveen Jain ,Chhattisgarh,Raipur,M,44,IND,1578793,46.99,0.44,3264
378,1558,Er. Ashok Tamrakar ,Chhattisgarh,Raipur,M,56,JCGP,1578793,46.99,0.32,2373
379,1559,Sanjay Baghel ,Chhattisgarh,Raipur,M,29,IND,1578793,46.99,0.3,2225
380,1560,Nand Kishor Deep ,Chhattisgarh,Raipur,M,48,IND,1578793,46.99,0.27,2003
381,1561,Moh. Jilani Alias Tani ,Chhattisgarh,Raipur,M,30,IND,1578793,46.99,0.18,1335
382,1562,Syed Rashid Ali ,Chhattisgarh,Raipur,M,62,IND,1578793,46.99,0.17,1261
383,1563,Siyaram Dhritlahare ,Chhattisgarh,Raipur,M,34,IND,1578793,46.99,0.14,1038
384,1564,Jafar Hussain Bababhai (Purva Mutvalli) ,Chhattisgarh,Raipur,M,57,IND,1578793,46.99,0.13,964
385,1565,Arun Harpal ,Chhattisgarh,Raipur,M,35,IND,1578793,46.99,0.13,964
386,1566,Imrran Pasha ,Chhattisgarh,Raipur,M,33,LSWP,1578793,46.99,0.13,964
387,1567,Bharat Bhushan Pandey ,Chhattisgarh,Raipur,M,45,IND,1578793,46.99,0.12,890
388,1568,Smt. Susil Bai Banjare ,Chhattisgarh,Raipur,F,36,IND,1578793,46.99,0.12,890
389,1569,Yashwant Sahu ,Chhattisgarh,Raipur,M,35,IND,1578793,46.99,0.12,890
390,1570,Hargun Meghwani ,Chhattisgarh,Raipur,M,56,ABSSP,1578793,46.99,0.11,816
391,1571,Shankar Lal Varandani ,Chhattisgarh,Raipur,M,45,PPOI,1578793,46.99,0.1,741
392,1572,Shobharam Gilhare ,Chhattisgarh,Raipur,M,38,IND,1578793,46.99,0.09,667
393,1573,Madhusudan Mishra ,Chhattisgarh,Raipur,M,49,ABHM,1578793,46.99,0.09,667
394,1574,Ramcharan Yadav ,Chhattisgarh,Raipur,M,33,IND,1578793,46.99,0.08,593
395,1575,P.R. Khunte ,Chhattisgarh,Raipur,M,54,CGVP,1578793,46.99,0.08,593
396,1576,Shailendra Banjare (Shaktiputra) ,Chhattisgarh,Raipur,M,34,SSBD,1578793,46.99,0.08,593
397,1577,Mathura Prasad Tandon ,Chhattisgarh,Raipur,M,42,IND,1578793,46.99,0.07,519
398,1578,Ramkrishna Verma ,Chhattisgarh,Raipur,M,49,IND,1578793,46.99,0.07,519
399,1579,Rajesh Singh Thakur (Advocate) ,Chhattisgarh,Raipur,M,34,IND,1578793,46.99,0.06,445
400,1580,Rajendra Kumar Sahu ,Chhattisgarh,Raipur,M,38,IND,1578793,46.99,0.05,370
401,1581,Madhusudan Yadav ,Chhattisgarh,Rajnandgaon,M,38,BJP,1411051,58.86,52.7,437697
402,1582,Devwrat Singh ,Chhattisgarh,Rajnandgaon,M,39,INC,1411051,58.86,38.36,318596
403,1583,D.R.Yadav Pracharya ,Chhattisgarh,Rajnandgaon,M,66,IND,1411051,58.86,2.41,20016
404,1584,Pradhuman Netam ,Chhattisgarh,Rajnandgaon,M,32,BSP,1411051,58.86,1.92,15946
405,1585,Gangaram Nishad ,Chhattisgarh,Rajnandgaon,M,48,EKSP,1411051,58.86,1.0,8305
406,1586,Madan Yadav ,Chhattisgarh,Rajnandgaon,M,34,IND,1411051,58.86,0.9,7474
407,1587,Mangal Das Bangare ,Chhattisgarh,Rajnandgaon,M,52,IND,1411051,58.86,0.75,6229
408,1588,Bhag Chand Vaidhya ,Chhattisgarh,Rajnandgaon,M,48,IND,1411051,58.86,0.65,5398
409,1589,Dilip Rathor Sampadak ,Chhattisgarh,Rajnandgaon,M,40,IND,1411051,58.86,0.31,2574
410,1590,Derharam Lodhi ,Chhattisgarh,Rajnandgaon,M,37,IND,1411051,58.86,0.27,2242
411,1591,Narad Khothaliya ,Chhattisgarh,Rajnandgaon,M,48,CGVP,1411051,58.86,0.22,1827
412,1592,Jalal Mohammad Qureshi ,Chhattisgarh,Rajnandgaon,M,45,IND,1411051,58.86,0.2,1661
413,1593,Ajay Jaiswal ,Chhattisgarh,Rajnandgaon,M,35,IND,1411051,58.86,0.16,1328
414,1594,Ajay Pali ,Chhattisgarh,Rajnandgaon,M,32,IND,1411051,58.86,0.16,1328
415,1595,Murarilal Singh ,Chhattisgarh,Sarguja,M,49,BJP,1306711,61.62,51.73,416527
416,1596,Bhanu Pratap Singh ,Chhattisgarh,Sarguja,M,42,INC,1306711,61.62,31.92,257018
417,1597,Dhan Singh Dhurve ,Chhattisgarh,Sarguja,M,38,BSP,1306711,61.62,2.57,20693
418,1598,Suraj Deo Singh Khairwar ,Chhattisgarh,Sarguja,M,35,IND,1306711,61.62,2.54,20451
419,1599,Anoop Minj ,Chhattisgarh,Sarguja,M,28,JMM,1306711,61.62,1.87,15057
420,1600,Bal Singh ,Chhattisgarh,Sarguja,M,42,CPI (M),1306711,61.62,1.45,11675
421,1601,Jugeshwar Bhagat ,Chhattisgarh,Sarguja,M,29,IND,1306711,61.62,1.2,9662
422,1602,Sunil Kumar Singh Kanhare ,Chhattisgarh,Sarguja,M,27,IND,1306711,61.62,1.12,9018
423,1603,Bhupnath Singh Maravi ,Chhattisgarh,Sarguja,M,43,GGP,1306711,61.62,1.1,8857
424,1604,Sarju Xess Oranw ,Chhattisgarh,Sarguja,M,43,IND,1306711,61.62,1.03,8293
425,1605,Dhaneshwar Singh ,Chhattisgarh,Sarguja,M,39,IND,1306711,61.62,1.01,8132
426,1606,Amrit Singh Maravi ,Chhattisgarh,Sarguja,M,35,IND,1306711,61.62,0.56,4509
427,1607,Somnath Bhagat ,Chhattisgarh,Sarguja,M,46,LJP,1306711,61.62,0.53,4267
428,1608,Kumait B.D.O. ,Chhattisgarh,Sarguja,M,64,JD(U),1306711,61.62,0.53,4267
429,1609,Ramnath Cherwa ,Chhattisgarh,Sarguja,M,36,SSD,1306711,61.62,0.42,3381
430,1610,Ramdeo Lakra ,Chhattisgarh,Sarguja,M,32,CGVP,1306711,61.62,0.42,3381
431,1611,Patel Natubhai ,Dadra & Nagar Haveli,Dadra & Nagar Haveli,M,36,BJP,154212,71.57,46.43,51244
432,1612,Delkar Mohanbhai Sanjibhai ,Dadra & Nagar Haveli,Dadra & Nagar Haveli,M,46,INC,154212,71.57,45.87,50626
433,1613,Mishal Laxmanbhai Navasubhai ,Dadra & Nagar Haveli,Dadra & Nagar Haveli,M,39,IND,154212,71.57,5.17,5706
434,1614,Khulat Bhikalya Vanshya ,Dadra & Nagar Haveli,Dadra & Nagar Haveli,M,40,IND,154212,71.57,1.27,1401
435,1615,Bij Yohanbhai ,Dadra & Nagar Haveli,Dadra & Nagar Haveli,M,36,BSP,154212,71.57,1.25,1379
436,1616,Lalubhai Patel ,Daman & Diu,Daman & Diu,M,53,BJP,95382,71.32,65.49,44550
437,1617,Dahyabhai Vallabhbhai Patel ,Daman & Diu,Daman & Diu,M,64,INC,95382,71.32,28.97,19707
438,1618,Tandel Gopalbhai Kalyanbhai ,Daman & Diu,Daman & Diu,M,55,NCP,95382,71.32,3.15,2142
439,1619,Sinde Shaileshbhai ,Daman & Diu,Daman & Diu,M,39,IND,95382,71.32,0.7,476
440,1620,Gohel Gautamkumar Natvarsinh ,Daman & Diu,Daman & Diu,M,28,IND,95382,71.32,0.57,387
441,1621,Pandey Dineshbhai ,Daman & Diu,Daman & Diu,M,37,IND,95382,71.32,0.56,380
442,1622,Rameshbhai D. Singh ,Daman & Diu,Daman & Diu,M,42,SP,95382,71.32,0.56,380
443,1623,Shripad Yesso Naik ,Goa,North Goa,M,56,BJP,486983,60.02,47.12,137725
444,1624,Jitendra Raghuraj Deshprabhu ,Goa,North Goa,M,53,NCP,486983,60.02,44.94,131353
445,1625,Christopher Fonseca ,Goa,North Goa,M,55,CPI,486983,60.02,2.96,8651
446,1626,Raut Pandurang Dattaram ,Goa,North Goa,M,62,MAG,486983,60.02,2.27,6634
447,1627,De Souza Martha Flomena ,Goa,North Goa,F,55,IND,486983,60.02,1.1,3215
448,1628,Upendra Gaonkar ,Goa,North Goa,M,48,SHS,486983,60.02,1.09,3185
449,1629,Naracinva Surya Salgaonkar ,Goa,North Goa,M,51,IND,486983,60.02,0.52,1519
450,1641,Harin JAI RAMCHADRA Pathak ,Gujarat,Ahmedabad East,M,62,BJP,1411733,42.32,53.37,318856
451,1642,Babariya Dipakbhai ,Gujarat,Ahmedabad East,M,57,INC,1411733,42.32,38.97,232824
452,1643,Patel Bholabhai Valjibhai (Kakdiya) ,Gujarat,Ahmedabad East,M,62,NCP,1411733,42.32,1.51,9021
453,1644,Brijeshkumar Ujagarlal Sharma ,Gujarat,Ahmedabad East,M,28,IND,1411733,42.32,1.25,7468
454,1645,Virubhai NARANBHAI VANJARA ,Gujarat,Ahmedabad East,M,52,BSP,1411733,42.32,1.21,7229
455,1646,Maurya Rajesh Hariram ,Gujarat,Ahmedabad East,M,33,IND,1411733,42.32,0.77,4600
456,1647,Pravin Rambhai Patel ,Gujarat,Ahmedabad East,M,45,MJP,1411733,42.32,0.77,4600
457,1648,Sharma Anilkumar Brijendrabhai ,Gujarat,Ahmedabad East,M,51,IND,1411733,42.32,0.51,3046
458,1649,Budhdhpriya Jasvant Somabhai ,Gujarat,Ahmedabad East,M,64,IND,1411733,42.32,0.34,2031
459,1650,Patel Bhavinbhai Amrutbhai ,Gujarat,Ahmedabad East,M,38,IND,1411733,42.32,0.23,1374
460,1651,Pareshbhai Rasiklal Thakkar ,Gujarat,Ahmedabad East,M,29,IND,1411733,42.32,0.22,1314
461,1652,Rajput Sanjitkumar Radhakrishnasinh ,Gujarat,Ahmedabad East,M,29,SP,1411733,42.32,0.17,1015
462,1653,Ramshankarsinh Ranjeetsingh Rajput ,Gujarat,Ahmedabad East,M,37,IJP,1411733,42.32,0.14,836
463,1654,Sanjiv Indravadan Bhatt ,Gujarat,Ahmedabad East,M,38,BNJD,1411733,42.32,0.12,716
464,1655,Khodabhai Laljibhai Desai ,Gujarat,Ahmedabad East,M,42,IND,1411733,42.32,0.12,716
465,1656,Hasrath Jayram Pagare ,Gujarat,Ahmedabad East,M,61,RSPS,1411733,42.32,0.11,657
466,1657,Dr. N. T. Sengal ,Gujarat,Ahmedabad East,M,57,LSWP,1411733,42.32,0.11,657
467,1658,Premhari Rameshchandra Sharma ,Gujarat,Ahmedabad East,M,36,NLHP,1411733,42.32,0.1,597
468,1659,Dr. Solanki Kiritbhai Premjibhai ,Gujarat,Ahmedabad West,M,59,BJP,1431080,48.22,54.61,376845
469,1660,Parmar Shailesh Manharlal ,Gujarat,Ahmedabad West,M,39,INC,1431080,48.22,41.4,285687
470,1661,Dr. Pravin S. Solanki ,Gujarat,Ahmedabad West,M,44,BSP,1431080,48.22,1.22,8418
471,1662,Vitthalbhai Maganbhai Sonalki ,Gujarat,Ahmedabad West,M,49,IND,1431080,48.22,0.8,5520
472,1663,Mohanbhai Karshanbhai Parmar ,Gujarat,Ahmedabad West,M,53,LPSP,1431080,48.22,0.42,2898
473,1664,Solanki Kantibhai Hemabhai ,Gujarat,Ahmedabad West,M,47,IND,1431080,48.22,0.28,1932
474,1665,Vora Ratnaben Dahyabhai ,Gujarat,Ahmedabad West,F,42,IND,1431080,48.22,0.17,1173
475,1666,Solanki Rameshbhai Danabhai ,Gujarat,Ahmedabad West,M,48,IND,1431080,48.22,0.17,1173
476,1667,Makwana Ishwarbha Dhanabhai ,Gujarat,Ahmedabad West,M,58,LJP,1431080,48.22,0.17,1173
477,1668,Ishwarbhai Khandas Shah ,Gujarat,Ahmedabad West,M,74,IND,1431080,48.22,0.16,1104
478,1669,Narendrasinh Mansingh Sankhaliya ,Gujarat,Ahmedabad West,M,47,LSWP,1431080,48.22,0.13,897
479,1670,Savle Bhika Fula ,Gujarat,Ahmedabad West,M,31,RPI(A),1431080,48.22,0.11,759
480,1671,Prahladbhai Natthubhai Chauhan ,Gujarat,Ahmedabad West,M,55,IND,1431080,48.22,0.1,690
481,1672,Vijaykumar Manjibhai Vadher ,Gujarat,Ahmedabad West,M,37,AIMF,1431080,48.22,0.09,621
482,1673,Shirsath Vedubhai ,Gujarat,Ahmedabad West,M,36,IJP,1431080,48.22,0.08,552
483,1674,Dalpatbhai Khimabhai Vanzara ,Gujarat,Ahmedabad West,M,42,IND,1431080,48.22,0.08,552
484,1675,Kachhadia Naranbhai ,Gujarat,Amreli,M,53,BJP,1312733,39.96,47.21,247648
485,1676,Nilaben Virjibhai Thummar ,Gujarat,Amreli,F,49,INC,1312733,39.96,40.1,210351
486,1677,Sukhadia Nathalal V. ,Gujarat,Amreli,M,34,IND,1312733,39.96,2.88,15107
487,1678,Sangani Rameshbhai Kanubhai ,Gujarat,Amreli,M,27,IND,1312733,39.96,1.89,9914
488,1679,Ramesh Shamijibhai Gohil ,Gujarat,Amreli,M,46,MJP,1312733,39.96,1.52,7973
489,1680,D.B.Bharola ,Gujarat,Amreli,M,38,BSP,1312733,39.96,1.46,7658
490,1681,Baraiya Chandrakant Ramjibhai (Chandu Patel) ,Gujarat,Amreli,M,41,SP,1312733,39.96,1.32,6924
491,1682,Valjibhai Lallubhai Shiroya ,Gujarat,Amreli,M,62,IND,1312733,39.96,0.88,4616
492,1683,Aslaliya Chandubhai Ranabhai ,Gujarat,Amreli,M,38,IND,1312733,39.96,0.52,2727
493,1684,Madhubhai Harjibhai Bhuva ,Gujarat,Amreli,M,61,NCP,1312733,39.96,0.44,2308
494,1685,Rameshbhai Jashabhai Parmar ,Gujarat,Amreli,M,32,IND,1312733,39.96,0.38,1993
495,1686,Nilaben Jaysukhabhai Thumar ,Gujarat,Amreli,F,42,IND,1312733,39.96,0.35,1835
496,1687,Gohil Rambhai Jinabhai ,Gujarat,Amreli,M,52,IND,1312733,39.96,0.34,1783
497,1688,Kasvala Jaysukhabhai Laljibhai ,Gujarat,Amreli,M,39,LSWP,1312733,39.96,0.28,1468
498,1689,Makavana Samatbhai Bhikhabhai ,Gujarat,Amreli,M,37,RKSP,1312733,39.96,0.22,1154
499,1690,Khokhar Gulmahmad Ismile ,Gujarat,Amreli,M,40,IND,1312733,39.96,0.21,1101
500,1733,Mansukhbhai Dhanjibhai Vasava ,Gujarat,Bharuch,M,52,BJP,1311537,57.14,41.5,311006
501,1734,Umerji Ahmed Ugharatdar (Aziz Tankarvi) ,Gujarat,Bharuch,M,64,INC,1311537,57.14,37.87,283802
502,1735,Vasava Chhotubhai Amarsinhbhai ,Gujarat,Bharuch,M,62,JD(U),1311537,57.14,8.49,63625
503,1736,Lad Mahipatbhai Maganbhai ,Gujarat,Bharuch,M,52,IND,1311537,57.14,3.74,28028
504,1737,Kanaksinh Mangrola ,Gujarat,Bharuch,M,58,SP,1311537,57.14,2.2,16487
505,1738,Patel Thakorbhai Chandulal ,Gujarat,Bharuch,M,58,IND,1311537,57.14,1.04,7793
506,1739,Lakdawala Shakil Ahemad ,Gujarat,Bharuch,M,43,IND,1311537,57.14,0.99,7419
507,1740,Pandey Sanatkumar Rajaram ,Gujarat,Bharuch,M,32,BSP,1311537,57.14,0.83,6220
508,1741,Dilipkumar Gulsingbhai Vasava ,Gujarat,Bharuch,M,32,IND,1311537,57.14,0.71,5320
509,1742,Balvantsinh Vijaysinh Parmar ,Gujarat,Bharuch,M,53,NCP,1311537,57.14,0.6,4496
510,1743,Patel Nareshkumar Bhagvanbhai (Naresh Patel) ,Gujarat,Bharuch,M,48,MJP,1311537,57.14,0.56,4196
511,1744,Sureshbhai Gordhanbhai Vasava ,Gujarat,Bharuch,M,40,ABJS,1311537,57.14,0.47,3522
512,1745,Gohil Hemantkumar Jerambhai ,Gujarat,Bharuch,M,31,IND,1311537,57.14,0.4,2997
513,1746,Patel Mehrunnisha Valli Adam ,Gujarat,Bharuch,F,40,LJP,1311537,57.14,0.34,2548
